word,image,emoji,fit
incontinent,,🚽,1
inconvenience,,😣,1
inconvenient,,😣,1
incorporate,,🏢,2
incorporated,,🏢,2
incorporation,,🏢,1
incorrect,,❌️,3
incorrigible,,😈,1
incorruptible,,🛡️,1
increase,,📈,3
increasingly,,📈,2
incredibility,,😲,1
incredible,,😲,2
incredulity,,😲,2
incredulous,,😲,2
increment,,➕️,2
incremental,,➕️,1
incriminate,,👉️,1
incrimination,,👉️,1
incrustation,,🧊,1
incubate,,🥚,3
incubation,,🥚,2
incubator,,🥚,3
inculcate,,🧠,1
inculcation,,🧠,1
incumbency,,🏛️,1
incumbent,,🏛️,2
incur,,💳️,1
incurable,,🚫,1
incurious,,😐️,1
incursion,,⚔️,2
indebted,,💳️,2
indecency,,🙈,1
indecent,,🙈,2
indecipherable,,🔡,1
indecision,,🤔,2
indecisive,,🤔,2
indecorous,,🙈,1
indeed,,✅️,1
indefatigable,,💪,1
indefensible,,🛡️,1
indefinable,,❓️,1
indefinite,,❓️,1
indelible,,🖊️,2
indelicacy,,🙊,1
indelicate,,🙊,1
indemnification,,📜,1
indemnify,,📜,1
indemnity,,📜,1
indent,,➡️,2
indentation,,➡️,1
indenture,,📜,1
independence,,🕊️,2
independent,,🕊️,2
indescribable,,🤷,1
indestructible,,🛡️,2
indeterminable,,❓️,1
indeterminate,,❓️,1
index,,📇,3
indicate,,👉️,3
indication,,👉️,2
indicative,,👉️,1
indicator,,👉️,2
indices,,📇,1
indict,,⚖️,2
indictable,,⚖️,1
indictment,,⚖️,2
indifference,,😐️,3
indifferent,,😐️,3
indigence,,💸,1
indigenous,,🌿,2
indigent,,💸,2
indigestible,,🤢,1
indigestion,,🤢,2
indignant,,😤,2
indignation,,😤,2
indignity,,😤,1
indigo,,🟣,2
indirect,,↪️,2
indiscreet,,🤐,1
indiscretion,,🤫,1
indiscriminate,,🎲,1
indispensable,,🔑,1
indisposed,,🤒,2
indisposition,,🤒,1
indisputable,,✅️,1
indissoluble,,🔗,1
indistinct,,🌫️,2
individual,,🧍,2
individualism,,🧍,1
individualist,,🧍,1
individualistic,,🧍,1
individuality,,🧍,1
individualize,,🧍,1
indivisible,,🚫,1
indoctrinate,,🧠,1
indoctrination,,🧠,1
indolence,,🛌,2
indolent,,🛌,2
indomitable,,💪,2
indorse,,✍️,1
indubitable,,✅️,1
induce,,➡️,1
inducement,,🎁,1
induct,,⛪️,1
inductee,,🎖️,1
induction,,⚡️,1
inductive,,⚡️,1
indulge,,🍰,2
indulgence,,🍰,2
indulgent,,🍰,2
industrial,,🏭️,3
industrialism,,🏭️,2
industrialist,,🏭️,2
industrialize,,🏭️,2
industrious,,💪,2
industry,,🏭️,2
inebriate,,🍺,2
inebriated,,🍺,3
inebriation,,🍺,2
inedible,,🚫,2
ineducable,,📚️,1
ineffable,,🤐,1
ineffective,,🚫,2
ineffectual,,🚫,2
inefficiency,,🐌,1
inefficient,,🐌,2
inelegant,,🙈,1
ineligibility,,🚫,1
ineligible,,🚫,2
ineluctable,,⛓️,1
inept,,🙅,2
ineptitude,,🙅,1
inequality,,⚖️,2
inequitable,,⚖️,1
inequity,,⚖️,2
inert,,💤,2
inertia,,💤,2
inertial,,💤,1
inescapable,,⛓️,1
inessential,,🗑️,1
inestimable,,💎,1
inevitability,,⏳️,1
inevitable,,⏳️,2
inexact,,❓️,1
inexcusable,,🚫,1
inexhaustible,,🔋,1
inexorable,,⏩️,1
inexpedient,,🚫,1
inexpensive,,💲,2
inexperience,,🐣,2
inexpert,,🐣,1
inexplicable,,❓️,2
inexpressible,,🤐,1
inextricable,,🔗,1
infallibility,,✅️,1
infallible,,✅️,2
infamous,,😈,2
infamy,,😈,2
infancy,,👶,2
infant,,👶,3
infanticide,,👶,1
infantile,,👶,2
infantry,,🪖,2
infantryman,,🪖,2
infatuate,,😍,1
infatuated,,😍,3
infatuation,,😍,2
infect,,🦠,3
infection,,🦠,3
infectious,,🦠,3
infelicitous,,🙁,1
infelicity,,🙁,1
infer,,🤔,2
inference,,🤔,2
inferential,,🤔,1
inferior,,👎️,2
inferiority,,👎️,2
infernal,,🔥,2
inferno,,🔥,3
infertile,,🚫,2
infertility,,🚫,2
infest,,🐛,2
infestation,,🐛,3
infidel,,🚫,1
infidelity,,💔,2
infield,,⚾️,2
infighting,,🥊,2
infiltrate,,🕵️,2
infiltration,,🕵️,2
infinite,,♾️,3
infinitesimal,,🔬,1
infinitive,,📖,1
infinitude,,♾️,2
infinity,,♾️,3
infirm,,🤒,2
infirmary,,🏥,2
infirmity,,🤒,2
inflame,,🔥,2
inflammable,,🔥,2
inflammation,,🔥,2
inflammatory,,🔥,2
inflatable,,🎈,3
inflate,,🎈,3
inflation,,📈,2
inflationary,,📈,1
inflect,,🗣️,1
inflection,,🗣️,1
inflectional,,🗣️,1
inflexibility,,🚫,1
inflexible,,🚫,2
inflict,,💥,2
infliction,,💥,1
inflorescence,,🌸,2
influence,,🧲,2
influential,,🧲,2
influenza,,🤒,2
influx,,📥️,2
info,,ℹ️,3
infomercial,,📺️,2
inform,,🗣️,2
informal,,👕,1
informality,,👕,1
informant,,🕵️,2
information,,ℹ️,3
informative,,ℹ️,2
informed,,🧠,1
informer,,🕵️,2
infraction,,🚫,2
infrared,,🔴,2
infrastructure,,🏗️,2
infrequency,,📉,1
infrequent,,📉,1
infringe,,🚫,2
infringement,,🚫,2
infuriate,,😡,3
infuriating,,😡,3
infuse,,🍵,2
infusion,,🍵,2
ingenious,,💡,2
ingenue,,🎭️,1
ingenuity,,💡,2
ingenuous,,😇,1
ingest,,🍽️,2
ingestion,,🍽️,2
inglorious,,😳,1
ingot,,🧱,2
ingrained,,🌳,1
ingrate,,🙄,1
ingratiate,,🙇,1
ingratiating,,🙇,1
ingratitude,,🙄,1
ingredient,,🥕,3
ingress,,🚪,1
inhabit,,🏠️,2
inhabitable,,🏠️,1
inhabitant,,🧍,2
inhalant,,💨,1
inhalation,,💨,2
inhalator,,💨,1
inhale,,💨,3
inhaler,,💨,3
inherent,,🧬,1
inherit,,🏛️,2
inheritance,,💰️,2
inhibit,,🚫,2
inhibited,,🚫,1
inhibition,,🚫,2
inhospitable,,🥶,1
inhuman,,🤖,1
inhumane,,😢,1
inhumanity,,😢,1
inimical,,⚔️,1
inimitable,,✨️,1
iniquitous,,😈,1
iniquity,,😈,1
initial,,🔤,2
initiate,,🚀,2
initiation,,🚀,1
initiative,,🚀,2
inject,,💉,3
injection,,💉,3
injunction,,⚖️,2
injure,,🤕,3
injurious,,🤕,2
injury,,🤕,3
injustice,,⚖️,2
ink,,🖋️,3
inkling,,💭,2
inky,,⚫️,2
inlaid,,💎,1
inland,,🏞️,1
inlay,,💎,1
inlet,,🌊,2
inmate,,🔒️,2
inmost,,🎯,1
inn,,🏨,3
innards,,🫀,2
innate,,🧬,2
inner,,🎯,1
inning,,⚾️,3
innocence,,😇,2
innocent,,😇,3
innocuous,,🙂,1
innovate,,💡,2
innovation,,💡,3
innovative,,💡,2
innuendo,,😏,2
innumerable,,🔢,1
inoculate,,💉,3
inoculation,,💉,3
inoffensive,,🙂,1
inoperable,,🚫,1
inoperative,,🚫,1
inopportune,,⏰️,1
inordinate,,⚠️,1
inorganic,,⚗️,1
input,,⌨️,2
inquest,,⚖️,1
inquietude,,😟,1
inquire,,❓️,2
inquiry,,❓️,2
inquisition,,⚖️,1
inquisitive,,🤔,2
insane,,🤪,2
insanity,,🤪,2
insatiable,,🍽️,1
inscribe,,✍️,2
inscription,,✍️,2
inscrutable,,😐️,1
insect,,🐛,3
insecticide,,🐛,2
insectivore,,🐛,1
insectivorous,,🐛,1
insecure,,😟,2
insecurity,,😟,2
inseminate,,🌱,1
insemination,,🌱,1
insensate,,😶,1
insensibility,,😶,1
insensible,,😶,1
insensitive,,😐️,2
insensitivity,,😐️,1
insentient,,🪨,1
inseparable,,🔗,2
insert,,➕️,2
insertion,,➕️,1
insidious,,🐍,1
insight,,💡,3
insightful,,💡,2
insignia,,🎖️,2
insignificance,,🤏,1
insignificant,,🤏,2
insincere,,🎭️,2
insincerity,,🎭️,2
insinuate,,🤫,1
insinuation,,🤫,1
insipid,,😑,1
insist,,☝️,2
insistence,,☝️,1
insistent,,☝️,1
insole,,👟,1
insolence,,🙄,2
insolent,,🙄,2
insolubility,,🚫,1
insoluble,,🚫,1
insolvency,,💸,2
insolvent,,💸,2
insomnia,,😴,2
insomniac,,😴,2
insouciance,,😎,1
insouciant,,😎,1
inspect,,🔍️,3
inspection,,🔍️,3
inspector,,🕵️,3
inspiration,,💡,3
inspirational,,💡,2
inspire,,💡,2
instability,,🌀,2
install,,⚙️,2
installation,,⚙️,2
installment,,💳️,2
instalment,,💳️,2
instance,,📌,1
instant,,⚡️,2
instantaneous,,⚡️,2
instantly,,⚡️,2
instead,,🔄,1
instigate,,🔥,2
instigation,,🔥,1
instil,,💧,1
instill,,💧,2
instinct,,🐾,2
instinctive,,🐾,2
institute,,🏛️,2
institution,,🏛️,2
institutional,,🏛️,1
instruct,,📋️,2
instruction,,📋️,3
instructional,,📋️,2
instructions,,📋️,3
instructive,,📋️,1
instructor,,🏫,1
instrument,,🎻,3
instrumental,,🎻,2
instrumentalist,,🎻,2
instrumentality,,🎻,1
instrumentation,,🎻,1
insubordinate,,🙅,2
insubordination,,🙅,1
insubstantial,,👻,1
insufferable,,😤,1
insufficiency,,➖️,1
insufficient,,➖️,2
insular,,🏝️,1
insularity,,🏝️,1
insulate,,🧣,2
insulation,,🧣,2
insulin,,💉,2
insult,,🤬,2
insuperable,,🚫,1
insupportable,,🚫,1
insurance,,🛡️,2
insure,,🛡️,2
insured,,🛡️,2
insurgence,,⚔️,1
insurgent,,⚔️,2
insurmountable,,🏔️,2
insurrection,,⚔️,2
insurrectionist,,⚔️,1
intact,,✅️,1
intake,,📥️,2
intangible,,👻,1
integer,,🔢,2
integral,,🧮,2
integrate,,🔗,2
integration,,🔗,2
integrity,,🛡️,2
integument,,🧥,1
intellect,,🧠,3
intellectual,,🧠,2
intelligence,,🧠,3
intelligent,,🧠,3
intelligentsia,,🧠,1
intelligibility,,🗣️,1
intelligible,,🗣️,1
intemperance,,🍷,1
intemperate,,🍷,1
intend,,🎯,2
intended,,🎯,2
intense,,🔥,2
intensification,,🔥,1
intensify,,🔥,2
intensity,,🔥,2
intensive,,🔥,1
intent,,🎯,2
intention,,🎯,2
intentional,,🎯,2
inter,,⚰️,2
interact,,🤝,2
interaction,,🤝,2
interactive,,🤝,2
interbred,,🐕️,1
interbreed,,🐕️,1
intercede,,🤝,1
intercept,,✋️,2
interception,,✋️,2
intercession,,🙏,1
interchange,,🔄,2
interchangeable,,🔄,2
intercollegiate,,🎓️,1
intercom,,📢,3
interconnect,,🔗,2
interconnection,,🔗,2
intercourse,,💞,1
interdependence,,🔗,1
interdependent,,🔗,1
interdict,,🚫,1
interdiction,,🚫,1
interest,,🤩,2
interested,,🤩,2
interesting,,🤩,3
interface,,🖥️,2
interfere,,🙅,2
interference,,🙅,2
interferon,,💉,1
interim,,⏳️,2
interior,,🛋️,3
interject,,💬,2
interjection,,💬,2
interlace,,🧶,1
interlock,,🔗,2
interloper,,🚶,1
interlude,,🎵,1
intermarriage,,💍,1
intermarry,,💍,1
intermediary,,🤝,1
intermediate,,🎚️,2
interment,,⚰️,1
intermezzo,,🎵,1
interminable,,⏳️,1
intermingle,,🔀,1
intermission,,⏸️,3
intermittent,,🔁,2
intern,,📋️,1
internal,,🔍️,2
internalize,,🧠,1
international,,🌍️,3
internecine,,⚔️,1
internist,,🩺,1
internment,,🔒️,2
internship,,💼,2
interpersonal,,🤝,1
interplanetary,,🪐,2
interplay,,🔄,1
interpolate,,🧮,1
interpolation,,🧮,1
interpose,,✋️,1
interposition,,✋️,1
interpret,,🗣️,2
interpretation,,🗣️,2
interpretative,,🗣️,1
interpretive,,🗣️,1
interracial,,🌈,1
interrelate,,🔗,1
interrelated,,🔗,1
interrogate,,❓️,2
interrogation,,❓️,2
interrogative,,❓️,2
interrogatory,,❓️,1
interrupt,,✋️,2
interruption,,✋️,2
interscholastic,,🎓️,1
intersect,,✖️,2
intersection,,🚦,3
intersperse,,🔀,1
interstate,,🛣️,2
interstellar,,🌌,2
interstice,,🔬,1
intertwine,,🧬,2
interurban,,🚉,1
interval,,⏱️,2
intervene,,✋️,2
intervention,,✋️,2
interview,,🎙️,3
interviewee,,🎙️,2
interweave,,🧶,2
interwove,,🧶,1
interwoven,,🧶,1
intestate,,📜,1
intestinal,,🫀,1
intestine,,🫀,2
intimacy,,💞,2
intimate,,💞,2
intimation,,💭,1
intimidate,,😨,2
intimidation,,😨,2
into,,➡️,1
intolerable,,🚫,1
intolerance,,🚫,2
intolerant,,🚫,2
intonation,,🎵,1
intone,,🎵,1
intoxicant,,🍷,1
intoxicate,,🍷,2
intoxication,,🍷,2
intractable,,🐴,1
intramural,,🏫,1
intransigence,,🚫,1
intransigent,,🚫,1
intransitive,,📖,1
intravenous,,💉,2
intrepid,,🦁,2
intricacy,,🧩,1
intricate,,🧩,2
intrigue,,🕵️,2
intriguing,,🧐,2
intrinsic,,🧬,1
intro,,🎬️,2
introduce,,🤝,2
introduction,,🤝,2
introductory,,🤝,1
introspection,,🪞,2
introspective,,🪞,2
introversion,,🙊,1
introvert,,🙊,2
intrude,,🚪,2
intrusion,,🚪,2
intrusive,,🚪,1
intuit,,🔮,1
intuition,,🔮,2
intuitive,,🔮,2
inundate,,🌊,2
inundation,,🌊,2
inure,,🧊,1
invade,,⚔️,2
invalid,,❌️,2
invalidate,,❌️,2
invalidation,,❌️,1
invalidity,,❌️,1
invaluable,,💎,2
invariable,,🔒️,1
invasion,,⚔️,3
invasive,,⚔️,2
invective,,🤬,1
inveigh,,🗣️,1
inveigle,,😏,1
invent,,💡,2
invention,,💡,3
inventive,,💡,2
inventory,,📦️,2
inverse,,🔄,2
inversion,,🔄,2
invert,,🔃,2
invertebrate,,🐌,2
invest,,💰️,2
investigate,,🔍️,3
investigation,,🔍️,3
investigative,,🔍️,2
investiture,,👑,1
investment,,💰️,2
inveterate,,🔁,1
invidious,,😒,1
invigorate,,⚡️,2
invigoration,,⚡️,1
invincibility,,🛡️,1
invincible,,🛡️,2
inviolability,,🔒️,1
inviolable,,🔒️,1
inviolate,,🔒️,1
invisibility,,👻,2
invisible,,👻,3
invitation,,✉️,3
invitational,,✉️,2
invite,,✉️,3
inviting,,😊,2
invocation,,🙏,1
invoice,,🧾,3
invoke,,🪄,2
involuntary,,🙅,1
involve,,🔗,2
involved,,🔗,2
involvement,,🔗,2
invulnerability,,🛡️,1
invulnerable,,🛡️,2
inward,,⬅️,2
inwards,,⬅️,1
iodine,,🧪,2
iodize,,🧪,1
ion,,⚛️,2
ionization,,⚛️,1
ionize,,⚛️,1
ionosphere,,🌌,2
iota,,🤏,1
ipecac,,🤮,1
irascible,,😡,2
irate,,😡,3
ire,,😡,2
iridescence,,🌈,2
iridescent,,🌈,3
iridium,,🧪,1
iris,,👁️,3
irk,,😒,2
irksome,,😒,2
iron,,🔨,3
ironic,,😏,2
ironical,,😏,1
ironing,,🧺,3
irony,,😏,2
irradiate,,☢️,2
irradiation,,☢️,2
irrational,,🤪,2
irrationality,,🤪,1
irreconcilable,,🚫,1
irrecoverable,,🚫,1
irredeemable,,🚫,1
irrefutable,,✅️,1
irregardless,,🚫,1
irregular,,🌀,2
irregularity,,🌀,2
irrelevance,,🤷,1
irrelevant,,🤷,2
irreligious,,🚫,1
irremediable,,🚫,1
irreparable,,💔,2
irreplaceable,,💎,2
irrepressible,,😄,1
irreproachable,,✅️,1
irresistible,,😍,2
irresolute,,🤔,1
irresolution,,🤔,1
irrespective,,🚫,1
irresponsible,,🙅,2
irretrievable,,🚫,1
irreverence,,😜,1
irreverent,,😜,2
irreversible,,🚫,2
irrevocable,,🚫,1
irrigate,,💧,2
irrigation,,💧,3
irritability,,😠,1
irritable,,😠,2
irritant,,😠,2
irritate,,😠,3
irritatingly,,😠,2
irritation,,😠,3
is,,🟰,1
isinglass,,🐟️,1
island,,🏝️,3
islander,,🏝️,2
isle,,🏝️,2
islet,,🏝️,1
ism,,💭,1
isobar,,🌡️,1
isolate,,🏝️,2
isolation,,🏝️,2
isolationism,,🏝️,1
isolationist,,🏝️,1
isometric,,📐,1
isosceles,,📐,2
isotope,,⚛️,2
issuance,,📜,1
issue,,📰,2
isthmus,,🌉,1
it,,🔗,1
italic,,🔤,1
italicize,,🔤,1
italics,,🔤,1
itch,,🦟,2
itchy,,🦟,2
item,,📦️,2
itemize,,📝,2
iterate,,🔁,2
iteration,,🔁,2
itinerant,,🚶,2
itinerary,,🗺️,2
its,,🔗,1
ivory,,🐘,2
ivy,,🌿,3
jab,,👊,2
jabber,,🗣️,2
jack,,🃏,2
jackal,,🐺,2
jackdaw,,🐦️,2
jacket,,🧥,3
jade,,💚,2
jaded,,😑,2
jag,,🗻,1
jagged,,⚡️,2
jaguar,,🐆,3
jail,,🔒️,2
jailer,,🔑,2
jailor,,🔑,2
jalapeno,,🌶️,3
jalopy,,🚗,2
jalousie,,🪟,1
jam,,🍯,2
jamb,,🚪,1
jamboree,,🎪,2
jangle,,🔔,2
janitor,,🧹,2
jar,,🫙,3
jargon,,💬,2
jasmine,,🌸,2
jasper,,💎,2
jaundice,,🤒,2
jaundiced,,🤒,2
jaunt,,🚶,2
jaunty,,🎩,2
javelin,,🥇,2
jaw,,😬,2
jay,,🐦️,3
jazz,,🎷,3
jazzy,,🎷,2
jealous,,😒,3
jealousy,,😒,2
jeans,,👖,3
jeer,,😒,2
jejune,,🥱,1
jell,,🍮,1
jelly,,🍮,2
jeopardize,,⚠️,2
jeopardy,,⚠️,2
jeremiad,,😩,1
jerk,,🙄,2
jerkin,,🦺,1
jerky,,🥩,2
jersey,,👕,2
jest,,😜,2
jester,,🤡,3
jet,,✈️,3
jetsam,,🌊,1
jettison,,🗑️,2
jetty,,🚤,2
jewel,,💎,3
jeweled,,💎,2
jeweler,,💍,2
jeweller,,💍,2
jewelry,,💍,3
jib,,⛵️,1
jibe,,😏,1
jiffy,,⏱️,1
jig,,💃,2
jigger,,🍸️,1
jiggle,,〰️,1
jihad,,⚔️,1
jilt,,💔,2
jimmy,,🔧,1
jingle,,🔔,2
jingoism,,🚩,1
jingoistic,,🚩,1
jinrikisha,,🛺,1
jinx,,🔮,2
jitters,,😬,2
jittery,,😬,2
jive,,💃,1
job,,💼,3
jobber,,💼,1
jobless,,💼,2
jock,,🏋️,2
jockey,,🏇,3
jocose,,😄,1
jocular,,😄,1
jocularity,,😄,1
jocund,,😄,1
jodhpurs,,👖,1
jog,,🏃,3
jogging,,🏃,3
joggle,,〰️,1
john,,🚽,1
join,,➕️,2
joiner,,🔨,1
joint,,🚬,2
joist,,🪵,1
joke,,😂,3
joker,,🃏,3
jollity,,😄,2
jolly,,😄,2
jolt,,⚡️,2
jonquil,,🌼,1
josh,,😜,1
jostle,,🤼,2
jot,,✏️,2
joule,,⚡️,1
jounce,,〰️,1
journal,,📓,3
journalese,,📰,1
journalism,,📰,3
journalist,,📰,2
journalistic,,📰,1
journey,,🧳,3
journeyman,,🔧,1
joust,,🐎,2
jovial,,😄,2
joviality,,😄,1
jowl,,😬,1
joy,,😊,3
joyful,,😄,3
joyless,,😞,2
joyous,,😄,3
jubilant,,🎉,3
jubilation,,🎉,2
jubilee,,🎉,2
judge,,⚖️,3
judgement,,⚖️,2
judgment,,⚖️,2
judgmental,,⚖️,2
judicial,,⚖️,2
judiciary,,⚖️,2
judicious,,⚖️,1
judo,,🥋,3
jug,,🏺,3
juggernaut,,🚛,1
juggle,,🤹,3
jugular,,🩸,1
juice,,🧃,3
juicer,,🧃,2
juicy,,🍑,2
jujitsu,,🥋,2
jujube,,🍬,1
julep,,🍹,1
julienne,,🔪,1
jumble,,🔀,2
jumbo,,🐘,2
jump,,🤸,3
jumper,,🦘,2
jumpy,,😬,2
junco,,🐦️,1
junction,,🚦,2
juncture,,⏱️,1
jungle,,🌴,3
junior,,👶,2
juniper,,🌲,1
junk,,🗑️,2
junket,,✈️,1
junkie,,💉,2
junky,,🗑️,1
junta,,⚔️,1
juridical,,⚖️,1
jurisdiction,,⚖️,2
jurisprudence,,⚖️,1
jurist,,⚖️,1
juror,,⚖️,2
jury,,⚖️,3
just,,✅️,1
justice,,⚖️,3
justifiable,,✅️,1
justification,,✅️,2
justify,,✅️,2
jut,,➡️,1
jute,,🌿,1
juvenile,,🧒,2
juxtapose,,↔️,1
juxtaposition,,↔️,1
kabob,,🍢,3
kale,,🥬,3
kaleidoscope,,🔮,2
kaleidoscopic,,🌈,2
kamikaze,,✈️,1
kangaroo,,🦘,3
kaolin,,🧱,1
kapok,,🌱,1
kaput,,💥,1
karakul,,🐑,1
karaoke,,🎤,3
karat,,💍,1
karate,,🥋,3
karma,,☯️,2
katydid,,🦗,2
kayak,,🛶,3
kazoo,,🎺,2
kebab,,🍢,3
keel,,⛵️,1
keen,,😃,1
keep,,🤲,1
keeper,,🔑,2
keeping,,🤲,1
keg,,🛢️,2
kelp,,🌿,2
ken,,🧠,1
kennel,,🏠️,2
kept,,🤲,1
keratin,,💅,1
kerchief,,🧣,2
kernel,,🌽,2
kerosene,,⛽️,2
ketch,,⛵️,1
ketchup,,🍅,3
kettle,,🫖,3
key,,🔑,3
khaki,,🎨,1
khan,,👑,1
kibbutz,,🌾,1
kibbutzim,,🌾,1
kibitz,,🗣️,1
kibitzer,,🗣️,1
kibosh,,🚫,1
kick,,🦵,3
kid,,🧒,3
kiddie,,🧒,2
kiddy,,🧒,2
kidnaper,,🦹,2
kidney,,🫘,3
kielbasa,,🌭,2
kill,,☠️,2
killer,,🔪,2
killing,,☠️,1
kiln,,🔥,2
kilo,,⚖️,1
kilobyte,,💾,1
kilocycle,,📶,1
kilogram,,⚖️,2
kilohertz,,📶,1
kilometer,,📏,1
kiloton,,💥,1
kilowatt,,⚡️,1
kilt,,🩳,2
kilter,,⚙️,1
kimono,,👘,3
kin,,👪️,2
kind,,😊,2
kindergarten,,🏫,2
kindle,,📱,2
kindling,,🔥,2
kindly,,😊,1
kindness,,💗,2
kindred,,👪️,1
kinetic,,⚡️,1
kinfolks,,👪️,2
king,,🤴,3
kingdom,,🏰,3
kingship,,👑,1
kink,,〰️,1
kinky,,〰️,1
kinship,,👪️,2
kinsman,,👪️,1
kinswoman,,👪️,1
kiosk,,🏪,2
kipper,,🐟️,2
kismet,,🔮,1
kiss,,💋,3
kisser,,💋,1
kit,,🧰,3
kitchen,,🍳,3
kitchenette,,🍳,2
kite,,🪁,3
kith,,👥,1
kitsch,,🎨,1
kitschy,,🎨,1
kitten,,🐱,3
kittenish,,🐱,1
kitty,,🐱,3
kiwi,,🥝,3
kleptomania,,🦹,1
kleptomaniac,,🦹,2
klutz,,🤦,1
klutzy,,🤦,2
knack,,✨️,1
knackwurst,,🌭,2
knapsack,,🎒,3
knave,,🃏,1
knavery,,😈,1
knavish,,😈,1
knead,,🍞,2
knee,,🦵,3
kneel,,🧎,3
knell,,🔔,1
knelt,,🧎,1
knew,,💡,1
knickers,,👙,2
knickknack,,🎀,1
knife,,🔪,3
knight,,🛡️,3
knit,,🧶,3
knitting,,🧶,3
knives,,🔪,3
knob,,🚪,2
knobby,,🚪,1
knock,,🚪,2
knocker,,🚪,2
knockwurst,,🌭,2
knoll,,⛰️,2
knot,,🪢,3
knotty,,🪢,2
know,,💡,2
knowable,,💡,1
knowing,,😏,1
knowledge,,🧠,2
knowledgeable,,🧠,1
known,,💡,1
knuckle,,👊,2
koala,,🐨,3
kohlrabi,,🥬,1
kook,,🤪,1
kooky,,🤪,2
kopeck,,🪙,1
kosher,,✡️,1
kowtow,,🙇,2
krypton,,☢️,1
kudos,,👏,2
kudzu,,🌿,1
kumquat,,🍊,2
la,,🎵,1
lab,,🧪,3
label,,🏷️,3
labial,,👄,1
labor,,👷,2
laboratory,,🧪,3
labored,,💨,1
laborer,,👷,2
laborious,,😓,1
labour,,👷,2
laburnum,,🌳,1
labyrinth,,🌀,2
labyrinthine,,🌀,1
lace,,🎀,2
lacerate,,🩹,1
laceration,,🩹,2
lachrymal,,😢,1
lachrymose,,😢,1
lack,,❌️,1
lackadaisical,,😴,1
lackey,,🙇,1
lacking,,❌️,1
laconic,,🤐,1
lacquer,,🎨,1
lacrosse,,🥍,3
lactate,,🍼,1
lactation,,🍼,2
lactic,,🥛,1
lactose,,🥛,2
lacuna,,🕳️,1
lacunae,,🕳️,1
lacy,,🎀,2
lad,,👦,2
ladder,,🪜,3
laden,,📦️,1
lading,,📦️,1
ladle,,🥄,3
lady,,👩,3
ladyship,,👩,1
lag,,🐢,2
lager,,🍺,2
laggard,,🐢,1
lagoon,,🏝️,2
laid,,📥️,1
lain,,🛌,1
lair,,🕳️,2
laity,,⛪️,1
lake,,🏞️,3
lam,,🏃,1
lama,,🧘,1
lamasery,,🏯,1
lamb,,🐑,3
lambaste,,😠,2
lame,,😑,2
lament,,😢,2
lamentable,,😞,1
lamentation,,😢,1
laminate,,🪵,1
laminated,,🪵,1
lamination,,🪵,1
lamp,,💡,3
lampoon,,🎭️,1
lamprey,,🐟️,2
lance,,🗡️,3
lancer,,🗡️,1
lancet,,🔪,1
land,,🌍️,2
landed,,🛬,1
landing,,🛬,2
landward,,🧭,1
lane,,🛣️,2
language,,🗣️,2
languid,,😴,1
languish,,😞,1
languor,,😴,1
languorous,,😴,1
lank,,📏,1
lanky,,📏,2
lanolin,,🧴,1
lantern,,🏮,3
lanyard,,🪪,2
lap,,🏊️,2
lapel,,🧥,1
lapidary,,💎,1
lapse,,⏳️,1
larboard,,⛵️,1
larcenous,,🦹,1
larceny,,🦹,2
larch,,🌲,1
lard,,🧈,1
larder,,🍞,1
large,,📏,2
largely,,📏,1
largess,,🎁,1
largesse,,🎁,1
largo,,🎵,1
lariat,,🤠,2
lark,,🐦️,2
larva,,🐛,3
larvae,,🐛,3
larval,,🐛,2
larynges,,🗣️,1
laryngitis,,🗣️,2
larynx,,🗣️,1
lasagna,,🍝,3
lascivious,,😏,1
laser,,🔦,2
lash,,👁️,1
lass,,👧,1
lassie,,👧,1
lassitude,,😴,1
lasso,,🤠,3
last,,🔚,2
lasting,,⏳️,1
lastly,,🔚,1
latch,,🔒️,2
late,,⏰️,2
lately,,⏰️,1
latency,,⏳️,1
latent,,🌱,1
lateral,,↔️,1
latex,,🧤,2
lath,,🪵,1
lathe,,🔧,1
lather,,🧼,2
latitude,,🌐,2
latrine,,🚽,2
latter,,➡️,1
lattice,,🪟,2
laud,,👏,1
laudable,,👏,1
laudanum,,💊,1
laudatory,,👏,1
laugh,,😂,3
laughable,,😂,2
laughter,,😂,3
launch,,🚀,3
launder,,🧺,2
laundress,,🧺,1
laundry,,🧺,3
laundryman,,🧺,1
laureate,,🏅,2
laurel,,🌿,2
lava,,🌋,3
lavatory,,🚽,2
lavender,,💜,2
lavish,,💎,1
law,,⚖️,3
lawful,,⚖️,2
lawless,,🚫,2
lawn,,🌱,2
lawyer,,⚖️,3
lax,,😴,1
laxative,,💊,2
laxity,,😴,1
lay,,🛌,1
layer,,📚️,2
layette,,👶,1
layman,,🙋,1
laywoman,,🙋,1
laze,,😴,2
lazy,,😴,3
lea,,🌾,1
leach,,💧,1
lead,,🪙,2
leaden,,⚙️,1
leader,,👑,2
leadership,,👑,2
leading,,➡️,1
leaf,,🍁,3
leafless,,🌳,1
leaflet,,📄,2
leafy,,🍃,2
league,,🏆️,2
leak,,💧,3
leakage,,💧,2
leaky,,💧,2
lean,,📐,2
leaning,,↗️,1
leap,,🦘,2
leapt,,🦘,1
learn,,📚️,3
learned,,🎓️,2
learning,,📚️,3
learnt,,📚️,1
lease,,📝,2
leash,,🐕️,3
least,,➖️,1
